Table 1: n>6, FLOPS<600 (n  L  H  FLOPS)
 16  14    2    172
 16  14    3    336
 16  14    4    552
 16  15    2    180
 16  15    3    354
 16  15    4    584
 16  16    2    188
 16  16    3    372
 16  17    2    196
 16  17    3    390
 16  18    2    204
 16  18    3    408
 16  19    2    212
 16  19    3    426
 16  20    2    220
 16  20    3    444
 16  21    2    228
 16  21    3    462
 16  22    2    236
 16  22    3    480
 16  23    2    244
 16  23    3    498
 16  24    2    252
 16  24    3    516
 16  25    2    260
 16  25    3    534
 16  26    2    268
 16  26    3    552
 16  27    2    276
 16  27    3    570
 16  28    2    284
 16  28    3    588
 16  29    2    292
 16  30    2    300
 16  31    2    308
 16  32    2    316
 16  33    2    324
 16  34    2    332
 16  35    2    340
 16  36    2    348
 16  37    2    356
 16  38    2    364
 16  39    2    372
 16  40    2    380
 16  41    2    388
 16  42    2    396
 16  43    2    404
 16  44    2    412
 16  45    2    420
 16  46    2    428
 16  47    2    436
 16  48    2    444
 16  49    2    452
 16  50    2    460
 16  51    2    468
 16  52    2    476
 16  53    2    484
 16  54    2    492
 16  55    2    500
 16  56    2    508
 16  57    2    516
 16  58    2    524
 16  59    2    532
 16  60    2    540
 16  61    2    548
 16  62    2    556
 16  63    2    564
 16  64    2    572
 16  65    2    580
 16  66    2    588
 16  67    2    596
 17   1    2     72
 17   1    3    108
 17   1    4    144
 17   1    5    180
 17   1    6    216
 17   1    7    252
 17   1    8    288
 17   1    9    324
 17   1   10    360
 17   1   11    396
 17   1   12    432
 17   1   13    468
 17   1   14    504
 17   1   15    540
 17   1   16    576
 17   2    2     80
 17   2    3    126
 17   2    4    176
 17   2    5    230
 17   2    6    288
 17   2    7    350
 17   2    8    416
 17   2    9    486
 17   2   10    560
 17   3    2     88
 17   3    3    144
 17   3    4    208
 17   3    5    280
 17   3    6    360
 17   3    7    448
 17   3    8    544
 17   4    2     96
 17   4    3    162
 17   4    4    240
 17   4    5    330
 17   4    6    432
 17   4    7    546
 17   5    2    104
 17   5    3    180
 17   5    4    272
 17   5    5    380
 17   5    6    504
 17   6    2    112
 17   6    3    198
 17   6    4    304
 17   6    5    430
 17   6    6    576
 17   7    2    120
 17   7    3    216
 17   7    4    336
 17   7    5    480
 17   8    2    128
 17   8    3    234
 17   8    4    368
 17   8    5    530
 17   9    2    136
 17   9    3    252
 17   9    4    400
 17   9    5    580
 17  10    2    144
 17  10    3    270
 17  10    4    432
 17  11    2    152
 17  11    3    288
 17  11    4    464
 17  12    2    160
 17  12    3    306
 17  12    4    496
 17  13    2    168
 17  13    3    324
 17  13    4    528
 17  14    2    176
 17  14    3    342
 17  14    4    560
 17  15    2    184
 17  15    3    360
 17  15    4    592
 17  16    2    192
 17  16    3    378
 17  17    2    200
 17  17    3    396
 17  18    2    208
 17  18    3    414
 17  19    2    216
 17  19    3    432
 17  20    2    224
 17  20    3    450
 17  21    2    232
 17  21    3    468
 17  22    2    240
 17  22    3    486
 17  23    2    248
 17  23    3    504
 17  24    2    256
 17  24    3    522
 17  25    2    264
 17  25    3    540
 17  26    2    272
 17  26    3    558
 17  27    2    280
 17  27    3    576
 17  28    2    288
 17  28    3    594
 17  29    2    296
 17  30    2    304
 17  31    2    312
 17  32    2    320
 17  33    2    328
 17  34    2    336
 17  35    2    344
 17  36    2    352
 17  37    2    360
 17  38    2    368
 17  39    2    376
 17  40    2    384
 17  41    2    392
 17  42    2    400
 17  43    2    408
 17  44    2    416
 17  45    2    424
 17  46    2    432
 17  47    2    440
 17  48    2    448
 17  49    2    456
 17  50    2    464
 17  51    2    472
 17  52    2    480
 17  53    2    488
 17  54    2    496
 17  55    2    504
 17  56    2    512
 17  57    2    520
 17  58    2    528
 17  59    2    536
 17  60    2    544
 17  61    2    552
 17  62    2    560
 17  63    2    568
 17  64    2    576
 17  65    2    584
 17  66    2    592
 18   1    2     76
 18   1    3    114
 18   1    4    152
 18   1    5    190
 18   1    6    228
 18   1    7    266
 18   1    8    304
 18   1    9    342
 18   1   10    380
 18   1   11    418
 18   1   12    456
 18   1   13    494
 18   1   14    532
 18   1   15    570
 18   2    2     84
 18   2    3    132
 18   2    4    184
 18   2    5    240
 18   2    6    300
 18   2    7    364
 18   2    8    432
 18   2    9    504
 18   2   10    580
 18   3    2     92
 18   3    3    150
 18   3    4    216
 18   3    5    290
 18   3    6    372
 18   3    7    462
 18   3    8    560
 18   4    2    100
 18   4    3    168
 18   4    4    248
 18   4    5    340
 18   4    6    444
 18   4    7    560
 18   5    2    108
 18   5    3    186
 18   5    4    280
 18   5    5    390
 18   5    6    516
 18   6    2    116
 18   6    3    204
 18   6    4    312
 18   6    5    440
 18   6    6    588
 18   7    2    124
 18   7    3    222
 18   7    4    344
 18   7    5    490
 18   8    2    132
 18   8    3    240
 18   8    4    376
 18   8    5    540
 18   9    2    140
 18   9    3    258
 18   9    4    408
 18   9    5    590
 18  10    2    148
 18  10    3    276
 18  10    4    440
 18  11    2    156
 18  11    3    294
 18  11    4    472
 18  12    2    164
 18  12    3    312
 18  12    4    504
 18  13    2    172
 18  13    3    330
 18  13    4    536
 18  14    2    180
 18  14    3    348
 18  14    4    568
 18  15    2    188
 18  15    3    366
 18  16    2    196
 18  16    3    384
 18  17    2    204
 18  17    3    402
 18  18    2    212
 18  18    3    420
 18  19    2    220
 18  19    3    438
 18  20    2    228
 18  20    3    456
 18  21    2    236
 18  21    3    474
 18  22    2    244
 18  22    3    492
 18  23    2    252
 18  23    3    510
 18  24    2    260
 18  24    3    528
 18  25    2    268
 18  25    3    546
 18  26    2    276
 18  26    3    564
 18  27    2    284
 18  27    3    582
 18  28    2    292
 18  29    2    300
 18  30    2    308
 18  31    2    316
 18  32    2    324
 18  33    2    332
 18  34    2    340
 18  35    2    348
 18  36    2    356
 18  37    2    364
 18  38    2    372
 18  39    2    380
 18  40    2    388
 18  41    2    396
 18  42    2    404
 18  43    2    412
 18  44    2    420
 18  45    2    428
 18  46    2    436
 18  47    2    444
 18  48    2    452
 18  49    2    460
 18  50    2    468
 18  51    2    476
 18  52    2    484
 18  53    2    492
 18  54    2    500
 18  55    2    508
 18  56    2    516
 18  57    2    524
 18  58    2    532
 18  59    2    540
 18  60    2    548
 18  61    2    556
 18  62    2    564
 18  63    2    572
 18  64    2    580
 18  65    2    588
 18  66    2    596
 19   1    2     80
 19   1    3    120
 19   1    4    160
 19   1    5    200
 19   1    6    240
 19   1    7    280
 19   1    8    320
 19   1    9    360
 19   1   10    400
 19   1   11    440
 19   1   12    480
 19   1   13    520
 19   1   14    560
 19   2    2     88
 19   2    3    138
 19   2    4    192
 19   2    5    250
 19   2    6    312
 19   2    7    378
 19   2    8    448
 19   2    9    522
 19   3    2     96
 19   3    3    156
 19   3    4    224
 19   3    5    300
 19   3    6    384
 19   3    7    476
 19   3    8    576
 19   4    2    104
 19   4    3    174
 19   4    4    256
 19   4    5    350
 19   4    6    456
 19   4    7    574
 19   5    2    112
 19   5    3    192
 19   5    4    288
 19   5    5    400
 19   5    6    528
 19   6    2    120
 19   6    3    210
 19   6    4    320
 19   6    5    450
 19   7    2    128
 19   7    3    228
 19   7    4    352
 19   7    5    500
 19   8    2    136
 19   8    3    246
 19   8    4    384
 19   8    5    550
 19   9    2    144
 19   9    3    264
 19   9    4    416
 19  10    2    152
 19  10    3    282
 19  10    4    448
 19  11    2    160
 19  11    3    300
 19  11    4    480
 19  12    2    168
 19  12    3    318
 19  12    4    512
 19  13    2    176
 19  13    3    336
 19  13    4    544
 19  14    2    184
 19  14    3    354
 19  14    4    576
 19  15    2    192
 19  15    3    372
 19  16    2    200
 19  16    3    390
 19  17    2    208
 19  17    3    408
 19  18    2    216
 19  18    3    426
 19  19    2    224
 19  19    3    444
 19  20    2    232
 19  20    3    462
 19  21    2    240
 19  21    3    480
 19  22    2    248
 19  22    3    498
 19  23    2    256
 19  23    3    516
 19  24    2    264
 19  24    3    534
 19  25    2    272
 19  25    3    552
 19  26    2    280
 19  26    3    570
 19  27    2    288
 19  27    3    588
 19  28    2    296
 19  29    2    304
 19  30    2    312
 19  31    2    320
 19  32    2    328
 19  33    2    336
 19  34    2    344
 19  35    2    352
 19  36    2    360
 19  37    2    368
 19  38    2    376
 19  39    2    384
 19  40    2    392
 19  41    2    400
 19  42    2    408
 19  43    2    416
 19  44    2    424
 19  45    2    432
 19  46    2    440
 19  47    2    448
 19  48    2    456
 19  49    2    464
 19  50    2    472
 19  51    2    480
 19  52    2    488
 19  53    2    496
 19  54    2    504
 19  55    2    512
 19  56    2    520
 19  57    2    528
 19  58    2    536
 19  59    2    544
 19  60    2    552
 19  61    2    560
 19  62    2    568
 19  63    2    576
 19  64    2    584
 19  65    2    592
 20   1    2     84
 20   1    3    126
 20   1    4    168
 20   1    5    210
 20   1    6    252
 20   1    7    294
 20   1    8    336
 20   1    9    378
 20   1   10    420
 20   1   11    462
 20   1   12    504
 20   1   13    546
 20   1   14    588
 20   2    2     92
 20   2    3    144
 20   2    4    200
 20   2    5    260
 20   2    6    324
 20   2    7    392
 20   2    8    464
 20   2    9    540
 20   3    2    100
 20   3    3    162
 20   3    4    232
 20   3    5    310
 20   3    6    396
 20   3    7    490
 20   3    8    592
 20   4    2    108
 20   4    3    180
 20   4    4    264
 20   4    5    360
 20   4    6    468
 20   4    7    588
 20   5    2    116
 20   5    3    198
 20   5    4    296
 20   5    5    410
 20   5    6    540
 20   6    2    124
 20   6    3    216
 20   6    4    328
 20   6    5    460
 20   7    2    132
 20   7    3    234
 20   7    4    360
 20   7    5    510
 20   8    2    140
 20   8    3    252
 20   8    4    392
 20   8    5    560
 20   9    2    148
 20   9    3    270
 20   9    4    424
 20  10    2    156
 20  10    3    288
 20  10    4    456
 20  11    2    164
 20  11    3    306
 20  11    4    488
 20  12    2    172
 20  12    3    324
 20  12    4    520
 20  13    2    180
 20  13    3    342
 20  13    4    552
 20  14    2    188
 20  14    3    360
 20  14    4    584
 20  15    2    196
 20  15    3    378
 20  16    2    204
 20  16    3    396
 20  17    2    212
 20  17    3    414
 20  18    2    220
 20  18    3    432
 20  19    2    228
 20  19    3    450
 20  20    2    236
 20  20    3    468
 20  21    2    244
 20  21    3    486
 20  22    2    252
 20  22    3    504
 20  23    2    260
 20  23    3    522
 20  24    2    268
 20  24    3    540
 20  25    2    276
 20  25    3    558
 20  26    2    284
 20  26    3    576
 20  27    2    292
 20  27    3    594
 20  28    2    300
 20  29    2    308
 20  30    2    316
 20  31    2    324
 20  32    2    332
 20  33    2    340
 20  34    2    348
 20  35    2    356
 20  36    2    364
 20  37    2    372
 20  38    2    380
 20  39    2    388
 20  40    2    396
 20  41    2    404
 20  42    2    412
 20  43    2    420
 20  44    2    428
 20  45    2    436
 20  46    2    444
 20  47    2    452
 20  48    2    460
 20  49    2    468
 20  50    2    476
 20  51    2    484
 20  52    2    492
